139.905031413729,3.52873502084678E-26
153.992652605949,3.04878629930119E-26
166.277441464863,2.70732056706377E-26
181.27308811847,2.44843674682225E-26
196.675380928333,2.25514568568697E-26
223.872113856833,2.0209499381911E-26
257.286303071989,1.81107530151892E-26
292.864456462523,1.63789370695408E-26
341.454887383359,1.48127236511362E-26
398.107170553497,1.36433378883438E-26
466.39082688444,1.24519708473505E-26
549.013891434213,1.16804699769932E-26
643.181187721508,1.10573433051825E-26
757.123396116359,1.0563541037492E-26
891.250938133744,1.02779088522384E-26
1049.13972913631,1.00917911446664E-26
1240.93776075172,1.00000000000002E-26
1453.78438560766,1.00917911446664E-26
1719.55735731879,1.01844248507566E-26
1995.26231496888,1.03722509540707E-26
2315.17238351527,1.0758358985422E-26
2738.41963426436,1.12612681940647E-26
3072.55736526745,1.14689539646665E-26
3430.96799348566,1.18958868702204E-26
3924.18975848454,1.24519708473505E-26
4424.18555384791,1.29154966501489E-26
5084.52046860094,1.35192432074405E-26
5704.92579704632,1.41512124429081E-26
6279.37857223525,1.48127236511362E-26
6911.67539354537,1.53641287022881E-26
7792.31798434194,1.62299604051928E-26
8701.2837910067,1.69886445646207E-26
9809.94712726876,1.79460244029734E-26
10746.0782832132,1.86140668735513E-26
11659.1440117983,1.94841982433715E-26
13144.6794578942,2.07711392596648E-26
14748.5729276413,2.19416781964927E-26
16155.9809843988,2.3178181806009E-26
18040.5594009179,2.44843674682225E-26
20048.5668655272,2.61015721568257E-26
22067.3406908459,2.78255940220716E-26
25605.5042797048,3.07677145772675E-26
