1.000000000000000056e-01 1.000000000000000021e-08 3.801301748227286945e-10
1.000000000000000056e-01 1.059253725177289771e-08 2.242645731904504510e-07
1.000000000000000056e-01 1.122018454301963025e-08 4.614150034639882277e-07
1.000000000000000056e-01 1.188502227437018993e-08 7.126174801586387380e-07
1.000000000000000056e-01 1.258925411794166101e-08 9.787046393711982548e-07
1.000000000000000056e-01 1.333521432163324012e-08 1.260558453988955653e-06
1.000000000000000056e-01 1.412537544622755397e-08 1.559113157078242981e-06
1.000000000000000056e-01 1.496235656094432634e-08 1.875358338494759077e-06
1.000000000000000056e-01 1.584893192461114279e-08 2.210342224979583968e-06
1.000000000000000056e-01 1.678804018122558827e-08 2.565175154612987045e-06
1.000000000000000056e-01 1.778279410038922821e-08 2.941033257142754831e-06
1.000000000000000056e-01 1.883649089489801950e-08 3.339162352385477871e-06
1.000000000000000056e-01 1.995262314968878641e-08 3.760882079622780725e-06
1.000000000000000056e-01 2.113489039836647558e-08 4.207590271679660219e-06
1.000000000000000056e-01 2.238721138568337810e-08 4.680767588183105538e-06
1.000000000000000056e-01 2.371373705661655106e-08 5.181982423358789583e-06
1.000000000000000056e-01 2.511886431509582074e-08 5.712896104632755024e-06
1.000000000000000056e-01 2.660725059798808675e-08 6.275268399269769947e-06
1.000000000000000056e-01 2.818382931264455048e-08 6.870963347300549388e-06
1.000000000000000056e-01 2.985382618917956905e-08 7.501955440071419759e-06
1.000000000000000056e-01 3.162277660168379191e-08 8.170336164896402096e-06
1.000000000000000056e-01 3.349654391578279532e-08 8.878320937503966193e-06
1.000000000000000056e-01 3.548133892335753145e-08 9.628256445257290573e-06
1.000000000000000056e-01 3.758374042884443403e-08 1.042262842548775211e-05
1.000000000000000056e-01 3.981071705534968960e-08 1.126406990472329706e-05
1.000000000000000056e-01 4.216965034285822513e-08 1.215536992612227098e-05
1.000000000000000056e-01 4.466835921509634599e-08 1.309948279403972813e-05
1.000000000000000056e-01 4.731512589614802761e-08 1.409953786636907364e-05
1.000000000000000056e-01 5.011872336272724970e-08 1.515884992711641619e-05
1.000000000000000056e-01 5.308844442309879496e-08 1.628093017358822576e-05
1.000000000000000056e-01 5.623413251903490494e-08 1.746949785461138270e-05
1.000000000000000056e-01 5.956621435290109792e-08 1.872849259836049972e-05
1.000000000000000056e-01 6.309573444801929638e-08 2.006208747065532422e-05
1.000000000000000056e-01 6.683439175686148941e-08 2.147470280701100476e-05
1.000000000000000056e-01 7.079457843841372924e-08 2.297102086428826759e-05
1.000000000000000056e-01 7.498942093324558742e-08 2.455600134050930420e-05
1.000000000000000056e-01 7.943282347242821957e-08 2.623489781427972508e-05
1.000000000000000056e-01 8.413951416451946904e-08 2.801327515830797762e-05
1.000000000000000056e-01 8.912509381337458981e-08 2.989702798474088287e-05
1.000000000000000056e-01 9.440608762859225879e-08 3.189240018345309923e-05
1.000000000000000056e-01 9.999999999999999547e-08 3.400600561805429314e-05
1.000000000000000056e-01 1.059253725177289738e-07 3.624485004821056657e-05
1.000000000000000056e-01 1.122018454301963025e-07 3.861635435094595614e-05
1.000000000000000056e-01 1.188502227437018960e-07 4.112837911789245118e-05
1.000000000000000056e-01 1.258925411794166167e-07 4.378925071001805736e-05
1.000000000000000056e-01 1.333521432163324045e-07 4.660778885619561271e-05
1.000000000000000056e-01 1.412537544622755463e-07 4.959333588708849912e-05
1.000000000000000056e-01 1.496235656094432766e-07 5.275578770125366262e-05
1.000000000000000056e-01 1.584893192461114080e-07 5.610562656610190518e-05
1.000000000000000056e-01 1.678804018122558827e-07 5.965395586243592833e-05
1.000000000000000056e-01 1.778279410038922689e-07 6.341253688773360704e-05
1.000000000000000056e-01 1.883649089489802082e-07 6.739382784016083913e-05
1.000000000000000056e-01 1.995262314968878707e-07 7.161102511253386767e-05
1.000000000000000056e-01 2.113489039836647757e-07 7.607810703310267616e-05
1.000000000000000056e-01 2.238721138568337744e-07 8.080988019813710563e-05
1.000000000000000056e-01 2.371373705661655371e-07 8.582202854989395455e-05
1.000000000000000056e-01 2.511886431509582273e-07 9.113116536263359880e-05
1.000000000000000056e-01 2.660725059798808344e-07 9.675488830900376327e-05
1.000000000000000056e-01 2.818382931264454916e-07 1.027118377893115441e-04
1.000000000000000056e-01 2.985382618917957434e-07 1.090217587170202665e-04
1.000000000000000056e-01 3.162277660168379191e-07 1.157055659652700966e-04
1.000000000000000056e-01 3.349654391578279267e-07 1.227854136913457037e-04
1.000000000000000056e-01 3.548133892335753145e-07 1.302847687688789475e-04
1.000000000000000056e-01 3.758374042884443271e-07 1.382284885711835697e-04
1.000000000000000056e-01 3.981071705534969225e-07 1.466429033635390259e-04
1.000000000000000056e-01 4.216965034285822513e-07 1.555559035775287550e-04
1.000000000000000056e-01 4.466835921509634864e-07 1.649970322567033095e-04
1.000000000000000056e-01 4.731512589614802628e-07 1.749975829799967748e-04
1.000000000000000056e-01 5.011872336272724970e-07 1.855907035874701766e-04
1.000000000000000056e-01 5.308844442309878702e-07 1.968115060521882689e-04
1.000000000000000056e-01 5.623413251903490361e-07 2.086971828624199061e-04
1.000000000000000056e-01 5.956621435290108998e-07 2.212871302999109950e-04
1.000000000000000056e-01 6.309573444801929638e-07 2.346230790228592941e-04
1.000000000000000056e-01 6.683439175686148941e-07 2.487492323864160318e-04
1.000000000000000056e-01 7.079457843841373718e-07 2.637124129591887482e-04
1.000000000000000056e-01 7.498942093324558477e-07 2.795622177213990872e-04
1.000000000000000056e-01 7.943282347242821957e-07 2.963511824591032553e-04
1.000000000000000056e-01 8.413951416451947963e-07 3.141349558993858891e-04
1.000000000000000056e-01 8.912509381337459246e-07 3.329724841637148264e-04
1.000000000000000056e-01 9.440608762859225879e-07 3.529262061508370578e-04
1.000000000000000056e-01 9.999999999999999547e-07 3.740622604968489562e-04
1.000000000000000056e-01 1.059253725177289844e-06 3.964507047984118125e-04
1.000000000000000056e-01 1.122018454301965169e-06 4.201657478257664400e-04
1.000000000000000056e-01 1.188502227437018880e-06 4.452859954952306451e-04
1.000000000000000056e-01 1.258925411794166114e-06 4.718947114164866933e-04
1.000000000000000056e-01 1.333521432163324098e-06 5.000800928782623417e-04
1.000000000000000056e-01 1.412537544622755411e-06 5.299355631871910432e-04
1.000000000000000056e-01 1.496235656094435837e-06 5.615600813288439521e-04
1.000000000000000056e-01 1.584893192461114080e-06 5.950584699773252663e-04
1.000000000000000056e-01 1.678804018122558985e-06 6.305417629406655927e-04
1.000000000000000056e-01 1.778279410038922901e-06 6.681275731936423120e-04
1.000000000000000056e-01 1.883649089489802030e-06 7.079404827179145787e-04
1.000000000000000056e-01 1.995262314968882942e-06 7.501124554416465718e-04
1.000000000000000056e-01 2.113489039836647810e-06 7.947832746473328406e-04
1.000000000000000056e-01 2.238721138568337585e-06 8.421010062976770540e-04
1.000000000000000056e-01 2.371373705661655212e-06 8.922224898152456788e-04
1.000000000000000056e-01 2.511886431509582273e-06 9.453138579426423110e-04
1.000000000000000056e-01 2.660725059798814061e-06 1.001551087406345663e-03
1.000000000000000056e-01 2.818382931264455128e-06 1.061120582209421548e-03
1.000000000000000056e-01 2.985382618917957222e-06 1.124219791486508798e-03
1.000000000000000056e-01 3.162277660168379191e-06 1.191057863969006937e-03
1.000000000000000056e-01 3.349654391578279267e-06 1.261856341229762981e-03
1.000000000000000056e-01 3.548133892335760557e-06 1.336849892005098671e-03
1.000000000000000056e-01 3.758374042884443377e-06 1.416287090028142074e-03
1.000000000000000056e-01 3.981071705534969119e-06 1.500431237951696745e-03
1.000000000000000056e-01 4.216965034285822407e-06 1.589561240091593927e-03
1.000000000000000056e-01 4.466835921509634652e-06 1.683972526883339418e-03
1.000000000000000056e-01 4.731512589614812263e-06 1.783978034116277811e-03
1.000000000000000056e-01 5.011872336272724970e-06 1.889909240191008089e-03
1.000000000000000056e-01 5.308844442309879337e-06 2.002117264838189446e-03
1.000000000000000056e-01 5.623413251903491208e-06 2.120974032940504787e-03
1.000000000000000056e-01 5.956621435290109422e-06 2.246873507315416164e-03
1.000000000000000056e-01 6.309573444801943191e-06 2.380232994544903818e-03
1.000000000000000056e-01 6.683439175686148941e-06 2.521494528180466370e-03
1.000000000000000056e-01 7.079457843841373294e-06 2.671126333908192992e-03
1.000000000000000056e-01 7.498942093324558054e-06 2.829624381530297141e-03
1.000000000000000056e-01 7.943282347242821745e-06 2.997514028907339364e-03
1.000000000000000056e-01 8.413951416451965115e-06 3.175351763310171882e-03
1.000000000000000056e-01 8.912509381337459458e-06 3.363727045953454967e-03
1.000000000000000056e-01 9.440608762859225244e-06 3.563264265824676088e-03
1.000000000000000056e-01 1.000000000000000082e-05 3.774624809284796156e-03
1.000000000000000056e-01 1.059253725177289675e-05 3.998509252300423526e-03
1.000000000000000056e-01 1.122018454301965212e-05 4.235659682573969693e-03
1.000000000000000056e-01 1.188502227437018965e-05 4.486862159268611636e-03
1.000000000000000056e-01 1.258925411794166114e-05 4.752949318481172226e-03
1.000000000000000056e-01 1.333521432163324055e-05 5.034803133098928601e-03
1.000000000000000056e-01 1.412537544622755495e-05 5.333357836188216267e-03
1.000000000000000056e-01 1.496235656094435795e-05 5.649603017604744488e-03
1.000000000000000056e-01 1.584893192461114123e-05 5.984586904089556764e-03
1.000000000000000056e-01 1.678804018122558774e-05 6.339419833722960244e-03
1.000000000000000056e-01 1.778279410038922901e-05 6.715277936252727654e-03
1.000000000000000056e-01 1.883649089489802114e-05 7.113407031495451623e-03
1.000000000000000056e-01 1.995262314968883027e-05 7.535126758732768951e-03
1.000000000000000056e-01 2.113489039836647556e-05 7.981834950789632940e-03
1.000000000000000056e-01 2.238721138568337924e-05 8.510295781801022544e-03
1.000000000000000056e-01 2.371373705661655382e-05 9.196103209942423432e-03
1.000000000000000056e-01 2.511886431509582188e-05 9.922547282955454517e-03
1.000000000000000056e-01 2.660725059798813892e-05 1.069203587342747348e-02
1.000000000000000056e-01 2.818382931264454874e-05 1.150711952936635252e-02
1.000000000000000056e-01 2.985382618917957053e-05 1.237049992825073330e-02
1.000000000000000056e-01 3.162277660168379530e-05 1.328503883201409552e-02
1.000000000000000056e-01 3.349654391578279437e-05 1.425376757264499965e-02
1.000000000000000056e-01 3.548133892335760133e-05 1.527989709984457940e-02
1.000000000000000056e-01 3.758374042884443292e-05 1.636682862404511066e-02
1.000000000000000056e-01 3.981071705534969458e-05 1.751816489006715466e-02
1.000000000000000056e-01 4.216965034285822237e-05 1.873772211878274932e-02
1.000000000000000056e-01 4.466835921509634821e-05 2.002954265636663900e-02
1.000000000000000056e-01 4.731512589614812433e-05 2.139790837306290369e-02
1.000000000000000056e-01 5.011872336272725140e-05 2.284735485587826090e-02
1.000000000000000056e-01 5.308844442309878999e-05 2.438268644224554638e-02
1.000000000000000056e-01 5.623413251903490700e-05 2.600899214448750343e-02
1.000000000000000056e-01 5.956621435290109591e-05 2.773166251786436665e-02
1.000000000000000056e-01 6.309573444801942852e-05 2.955640752811636643e-02
1.000000000000000056e-01 6.683439175686149280e-05 3.148927547772440577e-02
1.000000000000000056e-01 7.079457843841373125e-05 3.353667305362249135e-02
1.000000000000000056e-01 7.498942093324558562e-05 3.570538656281156686e-02
1.000000000000000056e-01 7.943282347242822084e-05 3.800260442626241658e-02
1.000000000000000056e-01 8.413951416451965115e-05 4.043594100566653970e-02
1.000000000000000056e-01 8.912509381337458780e-05 4.301346184201041561e-02
1.000000000000000056e-01 9.440608762859226599e-05 4.574371038962975894e-02
1.000000000000000056e-01 1.000000000000000048e-04 4.863573633435552129e-02
1.000000000000000056e-01 1.059253725177289709e-04 5.169912558961567428e-02
1.000000000000000056e-01 1.122018454301963009e-04 5.494403206991793631e-02
1.000000000000000056e-01 1.188502227437018897e-04 5.838121134703014997e-02
1.000000000000000056e-01 1.258925411794168791e-04 6.202205630041346396e-02
1.000000000000000056e-01 1.333521432163323954e-04 6.888551479971269376e-02
1.000000000000000056e-01 1.412537544622755427e-04 7.781480467011489544e-02
1.000000000000000056e-01 1.496235656094432745e-04 8.727318822852590807e-02
1.000000000000000056e-01 1.584893192461114190e-04 1.007280571648251910e-01
1.000000000000000056e-01 1.678804018122562365e-04 1.152491942907023226e-01
1.000000000000000056e-01 1.778279410038922698e-04 1.306307628850974234e-01
1.000000000000000056e-01 1.883649089489802114e-04 1.469237467177809953e-01
1.000000000000000056e-01 1.995262314968878758e-04 1.641821505368037670e-01
1.000000000000000056e-01 2.113489039836647623e-04 1.824631790727182235e-01
1.000000000000000056e-01 2.238721138568342396e-04 2.018274266494579916e-01
1.000000000000000056e-01 2.371373705661655382e-04 2.223390780303741154e-01
1.000000000000000056e-01 2.511886431509582256e-04 2.440661211651482254e-01
1.000000000000000056e-01 2.660725059798808335e-04 2.711732936417398654e-01
1.000000000000000056e-01 2.818382931264455009e-04 3.021507798827066660e-01
1.000000000000000056e-01 2.985382618917963287e-04 3.445417519719074506e-01
1.000000000000000056e-01 3.162277660168379394e-04 3.894445470712782909e-01
1.000000000000000056e-01 3.349654391578279437e-04 4.370080000511609164e-01
1.000000000000000056e-01 3.548133892335753221e-04 4.873897648023947093e-01
1.000000000000000056e-01 3.758374042884443157e-04 5.407568367961468336e-01
1.000000000000000056e-01 3.981071705534977318e-04 6.156962487047490384e-01
1.000000000000000056e-01 4.216965034285822373e-04 6.996398524418053766e-01
1.000000000000000056e-01 4.466835921509634821e-04 7.885574274050913823e-01
1.000000000000000056e-01 4.731512589614802946e-04 8.827436999186797362e-01
1.000000000000000056e-01 5.011872336272725275e-04 9.751251718743234598e-01
1.000000000000000056e-01 5.308844442309890383e-04 1.070922520552024526e+00
1.000000000000000056e-01 5.623413251903490971e-04 1.207169961420355930e+00
1.000000000000000056e-01 5.956621435290109998e-04 1.361372016454718503e+00
1.000000000000000056e-01 6.309573444801942852e-04 1.524711117679860672e+00
1.000000000000000056e-01 6.683439175686149009e-04 1.697072824567063209e+00
1.000000000000000056e-01 7.079457843841387762e-04 1.920677406386157804e+00
1.000000000000000056e-01 7.498942093324558562e-04 2.175721933435447841e+00
1.000000000000000056e-01 7.943282347242821813e-04 2.445878798798497566e+00
1.000000000000000056e-01 8.413951416451964302e-04 2.732043464816527045e+00
1.000000000000000056e-01 8.912509381337459322e-04 3.028772698402840469e+00
1.000000000000000056e-01 9.440608762859245030e-04 3.409692850652008556e+00
1.000000000000000056e-01 1.000000000000000021e-03 3.851994501506816437e+00
1.000000000000000056e-01 1.059253725177289763e-03 4.320504172826852951e+00
1.000000000000000056e-01 1.122018454301965205e-03 4.791086490218917859e+00
1.000000000000000056e-01 1.188502227437019006e-03 5.365166984068420852e+00
1.000000000000000056e-01 1.258925411794168791e-03 6.036929523651410889e+00
1.000000000000000056e-01 1.333521432163324062e-03 6.782966038039305978e+00
1.000000000000000056e-01 1.412537544622755482e-03 7.661343206750884427e+00
1.000000000000000056e-01 1.496235656094435781e-03 8.575743320197499742e+00
1.000000000000000056e-01 1.584893192461114082e-03 9.582555179653995836e+00
1.000000000000000056e-01 1.678804018122562365e-03 1.068507209123183443e+01
1.000000000000000056e-01 1.778279410038922752e-03 1.202108344546560303e+01
1.000000000000000056e-01 1.883649089489802114e-03 1.348641411817087743e+01
1.000000000000000056e-01 1.995262314968882823e-03 1.511907789368326149e+01
1.000000000000000056e-01 2.113489039836647515e-03 1.701622244158172848e+01
1.000000000000000056e-01 2.238721138568342504e-03 1.905780605038167153e+01
1.000000000000000056e-01 2.371373705661655382e-03 2.146839239991714976e+01
1.000000000000000056e-01 2.511886431509582039e-03 2.396320346378419330e+01
1.000000000000000056e-01 2.660725059798813973e-03 2.684374101911999944e+01
1.000000000000000056e-01 2.818382931264454792e-03 3.019498401601850190e+01
1.000000000000000056e-01 2.985382618917963287e-03 3.387745221743081458e+01
1.000000000000000056e-01 3.162277660168379394e-03 3.798078917311251246e+01
1.000000000000000056e-01 3.349654391578279437e-03 4.274858680421079526e+01
1.000000000000000056e-01 3.548133892335760594e-03 4.785789552596889962e+01
1.000000000000000056e-01 3.758374042884443048e-03 5.392716517548269906e+01
1.000000000000000056e-01 3.981071705534977752e-03 6.019807905262739922e+01
1.000000000000000056e-01 4.216965034285822915e-03 6.775640296033309085e+01
1.000000000000000056e-01 4.466835921509634821e-03 7.583191697586235591e+01
1.000000000000000056e-01 4.731512589614812921e-03 8.509876434949244128e+01
1.000000000000000056e-01 5.011872336272724625e-03 9.584352563107448475e+01
1.000000000000000056e-01 5.308844442309890166e-03 1.068901637065188623e+02
1.000000000000000056e-01 5.623413251903490971e-03 1.202367764275977891e+02
1.000000000000000056e-01 5.956621435290109130e-03 1.354608966005041850e+02
1.000000000000000056e-01 6.309573444801942418e-03 1.512232447952111727e+02
1.000000000000000056e-01 6.683439175686149009e-03 1.694214265952567473e+02
1.000000000000000056e-01 7.079457843841388195e-03 1.905804821070180708e+02
1.000000000000000056e-01 7.498942093324557912e-03 2.146923074230281827e+02
1.000000000000000056e-01 7.943282347242820729e-03 2.396822237622697855e+02
1.000000000000000056e-01 8.413951416451964302e-03 2.685334804193004743e+02
1.000000000000000056e-01 8.912509381337458889e-03 3.020779385202522462e+02
1.000000000000000056e-01 9.440608762859245898e-03 3.402660317214924248e+02
1.000000000000000056e-01 1.000000000000000021e-02 3.815981096367559076e+02
1.000000000000000056e-01 1.059253725177289676e-02 4.256259144700124466e+02
1.000000000000000056e-01 1.122018454301965291e-02 4.788054534339624411e+02
1.000000000000000056e-01 1.188502227437019006e-02 5.392874137680962576e+02
1.000000000000000056e-01 1.258925411794168704e-02 6.021005203573747622e+02
1.000000000000000056e-01 1.333521432163324062e-02 6.746168747698973220e+02
1.000000000000000056e-01 1.412537544622755395e-02 7.589246526133730413e+02
1.000000000000000056e-01 1.496235656094435824e-02 8.547154402440374952e+02
1.000000000000000056e-01 1.584893192461114125e-02 9.542999668023800268e+02
1.000000000000000056e-01 1.678804018122562539e-02 1.074265803209479145e+03
1.000000000000000056e-01 1.778279410038922925e-02 1.202922717822791356e+03
1.000000000000000056e-01 1.883649089489802114e-02 1.354373347747274465e+03
1.000000000000000056e-01 1.995262314968882997e-02 1.519307221459583616e+03
